EmployeeID,Age,Gender,Department,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Attrition
1838,35.0,Female,IT,,0.2,No,,3,0.0,No
1839,34.0,Male,IT,0.5035934641818578,0.55,No,3.0,3,0.0,No
1840,,Male,Finance,0.34644006966802127,0.35000000000000003,No,4.0,3,0.4,Yes
1841,33.0,Male,Sales,0.1971095237420944,0.1,No,3.0,2,0.1,Yes
1842,22.0,Male,Finance,0.4765205122890939,0.0,No,2.0,3,0.5,No
1843,30.0,Female,Sales,0.0,0.1,No,2.0,1,0.2,No
1844,35.0,Male,HR,0.10687965274121525,0.35000000000000003,No,1.0,4,0.30000000000000004,No
1845,36.0,Male,HR,0.40206120539064677,0.35000000000000003,No,2.0,3,0.4,No
1846,26.0,Female,Sales,0.018804701690337766,0.05,No,2.0,4,0.30000000000000004,No
1847,45.0,Male,Finance,,0.5,No,2.0,3,0.4,No
1848,,Male,Sales,0.0969997180839492,0.05,Yes,3.0,1,0.1,No
1849,42.0,Female,IT,0.15933792208561232,0.45,No,1.0,3,0.2,No
1850,38.0,Female,Operations,0.0678297741968289,0.25,No,3.0,3,0.1,No
1851,29.0,Male,Finance,0.2475969553066512,0.1,No,3.0,3,0.2,Yes
1852,49.0,Male,Sales,0.24314422644938966,0.8,Yes,2.0,2,0.2,No
1853,25.0,Female,IT,0.2106080246953312,0.0,No,3.0,2,0.2,No
1854,,Male,Finance,0.09534812770410916,0.55,No,2.0,4,0.2,No
1855,43.0,Female,Operations,0.0,0.6000000000000001,Yes,3.0,3,0.30000000000000004,No
1856,29.0,Male,Sales,0.3329080992293007,0.05,No,2.0,3,0.4,No
1857,46.0,Female,IT,0.1972125067743526,0.5,No,3.0,4,0.2,No
1858,32.0,Male,HR,0.1846717480211167,0.35000000000000003,No,4.0,1,0.2,Yes
1859,37.0,Female,Finance,0.195676772305803,0.25,No,1.0,2,0.0,No
1860,37.0,Male,IT,0.2812955780373237,0.35000000000000003,No,4.0,3,0.30000000000000004,Yes
1861,33.0,Female,Sales,0.24630966740342436,0.45,Yes,2.0,2,0.2,No
1862,41.0,Male,IT,0.13095322381946045,0.55,Yes,,2,0.1,No
1863,41.0,Male,HR,0.18776252627676432,0.45,No,,3,0.4,No
1864,22.0,Female,Sales,0.0,0.05,Yes,3.0,1,0.4,No
1865,45.0,Female,Finance,,0.55,No,1.0,2,0.2,No
1866,22.0,Female,Sales,0.10834844823879702,0.1,No,,1,0.4,Yes
1867,43.0,Male,Operations,,0.30000000000000004,Yes,2.0,3,0.0,No
1868,44.0,Female,IT,0.1856977164799885,0.5,No,4.0,3,0.30000000000000004,No
1869,26.0,Male,Sales,0.018146897571788834,0.0,Yes,1.0,3,0.4,No
1870,31.0,Female,IT,0.16082216503803298,0.2,No,1.0,3,0.1,Yes
1871,26.0,Female,Finance,0.0,0.05,Yes,3.0,1,0.30000000000000004,No
1872,33.0,Male,IT,0.21657846599049718,0.4,No,2.0,3,0.0,No
1873,32.0,Female,IT,0.21010469512516944,0.30000000000000004,No,1.0,3,0.5,No
1874,41.0,Female,HR,0.19163340100176746,0.4,Yes,1.0,2,0.30000000000000004,No
1875,45.0,Male,HR,0.06138561095327533,0.5,No,3.0,3,0.2,No
1876,46.0,Female,Sales,0.0,0.6000000000000001,Yes,2.0,2,0.2,Yes
1877,30.0,Male,Sales,0.0763361726613519,0.1,Yes,3.0,2,0.30000000000000004,No
1878,33.0,Female,Operations,0.0,0.25,No,,2,0.1,No
1879,22.0,Male,Finance,0.36054230864787146,0.1,Yes,3.0,3,0.4,No
1880,28.0,Male,IT,0.0,0.05,No,4.0,3,0.4,No
1881,42.0,Male,HR,0.27301059309215564,0.45,No,2.0,3,0.0,No
1882,47.0,Female,HR,0.21681403967678786,0.55,No,1.0,4,0.1,Yes
1883,25.0,Female,HR,0.009501472013717371,0.35000000000000003,No,4.0,2,0.2,No
1884,30.0,Female,Sales,0.15383347901141448,0.25,No,1.0,4,0.1,No
1885,34.0,Male,Finance,0.3547919935841571,0.4,No,3.0,2,0.2,No
1886,37.0,Male,HR,0.0,0.45,No,2.0,2,0.0,No
1887,,Female,IT,0.0,0.2,Yes,3.0,3,0.2,No
1888,38.0,Female,IT,0.2805927188421618,0.4,No,3.0,3,0.0,No
1889,31.0,Male,IT,0.10901526337266859,0.25,No,2.0,4,0.1,No
1890,34.0,Male,IT,,0.15000000000000002,No,4.0,3,0.30000000000000004,Yes
1891,39.0,Female,Sales,,0.45,No,4.0,3,0.1,No
1892,35.0,Male,IT,0.12364400310493845,0.30000000000000004,Yes,2.0,1,0.2,Yes
1893,31.0,Female,Sales,0.28552689337523035,0.25,Yes,1.0,3,0.4,Yes
1894,34.0,Female,HR,0.20293450150419595,0.25,Yes,3.0,1,0.1,No
1895,34.0,Female,IT,0.0,0.35000000000000003,Yes,3.0,3,0.30000000000000004,No
1896,32.0,Female,Sales,,0.30000000000000004,Yes,1.0,2,0.4,Yes
1897,32.0,Male,Finance,0.08525450325490752,0.0,No,3.0,3,0.1,No
1898,47.0,Female,IT,0.10816307878073239,0.55,No,1.0,1,0.30000000000000004,No
1899,,Female,Sales,,0.2,Yes,2.0,3,0.1,No
1900,32.0,Male,IT,0.2864035364373277,0.25,No,4.0,4,0.1,No
1901,40.0,Female,IT,0.27208632037763886,0.4,No,1.0,3,0.30000000000000004,No
1902,32.0,Male,Sales,0.2021157863977437,0.35000000000000003,Yes,1.0,3,0.1,No
1903,44.0,Female,Sales,0.15099114732108948,0.55,Yes,1.0,3,0.2,No
1904,37.0,Male,HR,0.20271566256064738,0.30000000000000004,No,4.0,3,0.1,No
1905,34.0,Female,IT,0.2628371567929539,0.35000000000000003,No,3.0,2,0.2,No
1906,38.0,Male,Sales,0.22632066084211805,0.35000000000000003,No,2.0,3,0.30000000000000004,No
1907,22.0,Male,HR,0.0880144485194258,0.0,No,2.0,3,0.30000000000000004,No
1908,25.0,Female,IT,0.1868678611840217,0.1,Yes,2.0,2,0.30000000000000004,No
1909,25.0,Female,Finance,0.0,0.2,Yes,1.0,3,0.30000000000000004,No
1910,36.0,Male,Operations,0.3297748404728466,0.4,No,3.0,2,0.2,Yes
1911,48.0,Male,IT,0.21982886794614503,0.7000000000000001,No,3.0,4,0.0,No
1912,52.0,Male,Sales,0.4171134628430783,1.0,No,3.0,4,0.30000000000000004,Yes
1913,,Female,Finance,0.2616090841332755,0.35000000000000003,No,3.0,4,0.1,Yes
1914,39.0,Female,Finance,0.35065851212689575,0.30000000000000004,No,4.0,3,0.30000000000000004,No
1915,22.0,Female,Sales,0.14055252971382298,0.0,Yes,3.0,2,0.2,No
1916,30.0,Female,Operations,0.024189426989535634,0.35000000000000003,No,1.0,4,0.0,No
1917,28.0,Female,IT,0.28709867190507027,0.05,Yes,2.0,1,0.4,No
1918,30.0,Male,IT,0.23706565297035248,0.35000000000000003,No,,4,0.2,No
1919,33.0,Male,Operations,0.13721716675656231,0.1,No,2.0,3,0.0,Yes
1920,31.0,Female,Sales,,0.2,Yes,2.0,2,0.30000000000000004,No
1921,22.0,Female,Finance,0.17182075288320314,0.0,No,3.0,4,0.30000000000000004,Yes
1922,40.0,Female,Finance,,0.35000000000000003,No,3.0,2,0.0,Yes
1923,26.0,Female,Sales,,0.0,No,,4,0.2,No
1924,36.0,Female,Sales,0.0,0.4,Yes,1.0,2,0.4,No
1925,51.0,Female,Operations,,0.8500000000000001,No,1.0,3,0.2,No
1926,27.0,Male,Finance,,0.0,No,3.0,3,0.4,No
1927,,Male,HR,0.1897964411638628,0.0,Yes,3.0,1,0.5,No
1928,32.0,Female,Sales,0.01859101189840212,0.2,No,3.0,3,0.2,No
1929,43.0,Female,Finance,0.4793435346608705,0.5,Yes,2.0,3,0.2,No
1930,50.0,Male,Finance,0.23231298603163902,0.65,No,1.0,1,0.0,Yes
1931,25.0,Male,Finance,0.05266552269681668,0.0,Yes,2.0,2,0.2,No
1932,38.0,Male,IT,0.4437075436358417,0.55,No,3.0,4,0.1,Yes
1933,31.0,Male,Finance,0.13590155851946445,0.30000000000000004,Yes,1.0,2,0.5,No
1934,34.0,Female,Sales,0.3612824991922268,0.25,Yes,2.0,2,0.2,Yes
1935,56.0,Male,Sales,0.02054511493550043,0.8,Yes,1.0,1,0.30000000000000004,No
1936,22.0,Female,Finance,0.7191523981529993,0.0,Yes,2.0,2,0.6000000000000001,No
1937,37.0,Male,IT,0.020286370066951886,0.1,No,2.0,4,0.4,No
1938,38.0,Female,Finance,0.5195094918173544,0.4,Yes,3.0,2,0.1,No
1939,43.0,Male,Sales,0.13513304764123807,0.6000000000000001,Yes,1.0,1,0.2,Yes
1940,35.0,Female,Finance,0.48567312928103684,0.30000000000000004,No,1.0,1,0.1,No
1941,37.0,Female,Sales,0.18938837089853983,0.35000000000000003,Yes,3.0,2,0.30000000000000004,No
1942,31.0,Female,Finance,0.24499148459052017,0.2,Yes,1.0,2,0.2,No
1943,37.0,Male,IT,0.029529097212120603,0.25,Yes,2.0,1,0.1,No
1944,32.0,Male,Sales,,0.2,No,2.0,3,0.2,No
1945,39.0,Male,IT,0.26616479602279536,0.4,No,3.0,3,0.2,No
1946,32.0,Male,Finance,,0.30000000000000004,No,3.0,2,0.1,Yes
1947,38.0,Female,IT,,0.5,No,3.0,2,0.2,No
1948,34.0,Female,IT,0.2826304955929699,0.25,No,1.0,3,0.0,No
1949,44.0,Female,Finance,0.1706892268162667,0.4,No,4.0,4,0.0,No
1950,34.0,Female,Finance,0.40587672673581116,0.30000000000000004,No,,3,0.0,Yes
1951,22.0,Male,Sales,,0.2,Yes,2.0,3,0.2,No
1952,45.0,Male,Sales,0.0,0.45,Yes,1.0,2,0.30000000000000004,No
1953,27.0,Male,Sales,0.1684596441678779,0.2,Yes,3.0,3,0.30000000000000004,No
1954,29.0,Female,Finance,0.19466496401386663,0.30000000000000004,No,4.0,4,0.5,No
1955,,Female,Sales,0.024329741370987368,0.15000000000000002,Yes,1.0,3,0.2,No
1956,45.0,Male,Finance,0.3476797279188288,0.5,No,3.0,3,0.2,No
1957,22.0,Male,Finance,0.5823741965714373,0.05,Yes,1.0,3,0.1,No
1958,60.0,Female,Finance,0.3694387553470721,0.9500000000000001,Yes,3.0,1,0.30000000000000004,No
1959,,Female,Operations,0.2550271810840767,0.55,No,1.0,2,0.30000000000000004,No
1960,36.0,Female,IT,0.18573376054127883,0.55,No,2.0,4,0.1,No
1961,34.0,Male,Operations,0.16910586269529765,0.30000000000000004,No,2.0,4,0.2,No
1962,37.0,Male,IT,0.22416187902840662,0.25,No,3.0,4,0.30000000000000004,No
1963,39.0,Female,HR,,0.4,No,1.0,4,0.2,No
1964,40.0,Female,HR,0.09062893025087959,0.45,Yes,1.0,2,0.30000000000000004,No
1965,39.0,Male,Sales,0.23248419532276815,0.55,Yes,2.0,3,0.2,Yes
1966,35.0,Female,IT,0.17406707027433393,0.30000000000000004,Yes,1.0,1,0.1,Yes
1967,33.0,Female,Sales,0.0,0.2,No,2.0,4,0.2,No
1968,33.0,Male,Sales,0.39500686768096377,0.1,Yes,2.0,2,0.5,No
1969,33.0,Male,Sales,0.03930991070083817,0.30000000000000004,Yes,3.0,1,0.1,Yes
1970,44.0,Male,Finance,0.5713550121198157,0.8500000000000001,No,3.0,4,0.2,No
1971,39.0,Male,Operations,0.37914104427369294,0.4,No,3.0,2,0.0,Yes
1972,22.0,Female,Sales,0.18674556883321508,0.0,No,1.0,2,0.6000000000000001,No
1973,40.0,Male,Finance,0.2990060850099186,0.35000000000000003,No,4.0,2,0.2,No
1974,36.0,Female,Sales,0.1104518766726697,0.2,Yes,1.0,1,0.4,No
1975,34.0,Female,Finance,0.1050027869783105,0.30000000000000004,No,2.0,4,0.1,No
1976,31.0,Male,Finance,0.6933602977239461,0.2,No,,3,0.30000000000000004,No
1977,43.0,Male,HR,0.019076319437918654,0.25,No,3.0,4,0.2,No
1978,42.0,Female,Finance,0.2889369190308782,0.65,Yes,2.0,2,0.1,No
1979,28.0,Female,IT,0.2470022282953605,0.15000000000000002,Yes,,3,0.2,No
1980,38.0,Female,HR,0.11489816909041523,0.4,No,1.0,4,0.2,No
1981,27.0,Male,Sales,0.0011341006427428302,0.05,Yes,,1,0.30000000000000004,No
1982,23.0,Male,Operations,0.3776606631849821,0.05,Yes,2.0,1,0.4,No
1983,29.0,Female,Operations,0.31478179826396363,0.2,Yes,1.0,2,0.30000000000000004,No
1984,41.0,Female,Finance,0.3927348045317683,0.5,Yes,2.0,3,0.0,No
1985,42.0,Male,Sales,0.030946401193573392,0.6000000000000001,Yes,2.0,3,0.1,No
1986,39.0,Female,IT,0.3961152225656421,0.55,No,2.0,3,0.2,Yes
1987,40.0,Male,Sales,0.023426065262922124,0.65,Yes,1.0,1,0.30000000000000004,No
1988,39.0,Female,IT,0.47429736608022127,0.30000000000000004,No,4.0,4,0.1,No
1989,29.0,Female,HR,0.14304600638237347,0.1,No,2.0,3,0.30000000000000004,Yes
1990,38.0,Male,Sales,0.21971429932275782,0.4,Yes,3.0,1,0.30000000000000004,No
1991,41.0,Female,HR,0.11407687940815653,0.35000000000000003,No,3.0,4,0.30000000000000004,No
1992,41.0,Male,IT,0.24276190194213126,0.4,No,3.0,4,0.1,Yes
1993,44.0,Male,Sales,0.2192096824646929,0.55,No,1.0,1,0.5,No
1994,40.0,Male,HR,0.41115074527533163,0.5,Yes,1.0,1,0.1,No
1995,37.0,Male,IT,0.4727487587326393,0.5,Yes,2.0,3,0.1,No
1996,43.0,Male,IT,0.36720659812287687,0.5,Yes,,2,0.0,No
1997,34.0,Female,HR,0.20458609188403593,0.30000000000000004,No,1.0,4,0.2,No
1998,27.0,Female,IT,0.1534009502759302,0.1,No,2.0,4,0.30000000000000004,Yes
1999,33.0,Male,Sales,0.1114418010702512,0.25,Yes,1.0,1,0.2,No
2000,29.0,Female,HR,0.011192968318557428,0.05,Yes,1.0,2,0.6000000000000001,Yes
2001,,Female,Sales,0.12077335108074255,0.05,No,1.0,3,0.30000000000000004,No
2002,33.0,Female,IT,0.2996883475986289,0.30000000000000004,No,3.0,2,0.1,Yes
2003,28.0,Female,Finance,0.0,0.05,Yes,2.0,1,0.6000000000000001,No
2004,32.0,Male,Sales,0.08172475982425947,0.05,Yes,,2,0.2,Yes
2005,22.0,Male,Sales,0.12530331721219784,0.0,No,2.0,3,0.2,No
2006,36.0,Female,Sales,0.06753884713069963,0.45,Yes,2.0,2,0.4,No
2007,35.0,Male,Operations,0.23092014052034754,0.0,No,3.0,2,0.0,No
2008,28.0,Male,IT,0.02444945914598745,0.1,No,3.0,3,0.1,No
2009,40.0,Male,Finance,0.19486835550257647,0.5,No,3.0,3,0.1,No
2010,42.0,Male,Sales,0.19714041865177184,0.30000000000000004,No,3.0,4,0.30000000000000004,No
2011,,Male,IT,0.23180064544615459,0.0,Yes,,2,0.30000000000000004,No
2012,28.0,Male,IT,0.2842138597139389,0.0,No,1.0,4,0.30000000000000004,No
2013,28.0,Male,IT,0.14728762002350587,0.0,Yes,1.0,2,0.2,No
2014,27.0,Female,Sales,,0.05,No,,3,0.2,No
2015,41.0,Female,HR,0.0,0.35000000000000003,No,3.0,2,0.30000000000000004,Yes
2016,33.0,Male,IT,,0.15000000000000002,No,3.0,4,0.30000000000000004,No
2017,32.0,Male,Finance,0.6605215833126294,0.2,No,3.0,4,0.30000000000000004,No
2018,22.0,Male,Sales,0.0,0.2,Yes,1.0,3,0.2,No
2019,40.0,Male,IT,,0.5,No,3.0,3,0.1,No
2020,25.0,Male,HR,0.18548273940014964,0.15000000000000002,No,1.0,3,0.1,Yes
2021,,Male,Sales,0.24799472726874833,0.4,No,1.0,3,0.0,No
2022,37.0,Female,Operations,,0.30000000000000004,No,3.0,4,0.30000000000000004,No
2023,45.0,Female,Sales,,0.6000000000000001,Yes,2.0,2,0.30000000000000004,No
2024,24.0,Male,Sales,0.05306715652262345,0.15000000000000002,Yes,2.0,3,0.8,Yes
2025,22.0,Male,HR,0.0,0.05,No,2.0,3,0.1,Yes
2026,36.0,Female,HR,0.042628538915357006,0.35000000000000003,No,,4,0.2,No
2027,49.0,Female,Finance,0.27990015795022577,0.7000000000000001,No,4.0,4,0.4,No
2028,44.0,Female,Sales,0.0,0.75,Yes,2.0,3,0.4,No
2029,36.0,Female,Finance,,0.4,No,,4,0.1,No
2030,31.0,Male,Sales,0.08587240144845637,0.15000000000000002,No,2.0,3,0.4,Yes
2031,41.0,Male,Operations,0.21066981451468608,0.45,No,2.0,3,0.2,Yes
2032,27.0,Female,IT,0.011742640253235237,0.0,Yes,3.0,3,0.2,No
2033,,Male,IT,0.29294295898572015,0.6000000000000001,Yes,1.0,2,0.1,No
2034,39.0,Female,IT,0.17271284340013932,0.55,No,2.0,4,0.1,Yes
2035,43.0,Female,HR,0.22144698884050124,0.5,No,,1,0.30000000000000004,No
2036,,Female,IT,0.3522792075970584,1.0,No,2.0,1,0.1,No
2037,38.0,Male,Sales,0.014148581344366251,0.45,No,1.0,3,0.1,No
2038,30.0,Female,IT,0.32658236647284394,0.15000000000000002,No,3.0,4,0.1,No
2039,34.0,Male,HR,0.0209879419742105,0.35000000000000003,No,2.0,2,0.1,No
2040,22.0,Male,IT,0.43619879329631955,0.0,No,1.0,3,0.4,No
2041,29.0,Male,Operations,0.06706126331860246,0.25,No,3.0,3,0.2,No
2042,31.0,Female,Sales,0.11810480325735334,0.05,No,3.0,2,0.30000000000000004,No
2043,30.0,Female,Operations,,0.1,No,3.0,2,0.2,No
2044,36.0,Male,Operations,,0.45,No,4.0,1,0.1,No
2045,28.0,Male,Finance,0.497057903497175,0.30000000000000004,No,2.0,3,0.30000000000000004,No
2046,43.0,Female,IT,0.1368438532646265,0.65,Yes,,2,0.4,No
2047,,Female,IT,,0.5,Yes,2.0,1,0.1,No
2048,34.0,Female,IT,,0.35000000000000003,No,1.0,4,0.1,No
2049,32.0,Female,Sales,0.0,0.30000000000000004,No,3.0,4,0.1,No
2050,36.0,Male,IT,0.4442546409947132,0.25,No,2.0,3,0.2,No
2051,41.0,Female,IT,0.4260008985269565,0.4,No,2.0,3,0.0,No
2052,28.0,Male,Sales,0.0,0.0,Yes,1.0,1,0.1,Yes
2053,29.0,Female,Sales,0.03385438456696277,0.1,Yes,,2,0.4,No
2054,32.0,Female,Sales,0.023374573746793026,0.0,Yes,1.0,3,0.2,No
2055,24.0,Male,HR,0.0,0.15000000000000002,Yes,,3,0.2,No
2056,28.0,Male,Sales,0.0,0.15000000000000002,No,4.0,1,0.2,Yes
2057,31.0,Female,Finance,0.5115180085141222,0.0,No,4.0,1,0.0,No
2058,,Male,IT,0.3095502602252496,0.45,No,,4,0.2,No
2059,37.0,Male,Sales,0.10887623627912008,0.55,Yes,3.0,1,0.2,No
2060,36.0,Female,Operations,0.0,0.30000000000000004,No,3.0,3,0.5,No
2061,41.0,Male,IT,,0.35000000000000003,Yes,1.0,1,0.0,No
2062,,Female,HR,0.0,0.05,No,3.0,4,0.0,No
2063,,Male,Finance,0.48658452911652145,0.2,No,2.0,2,0.2,No
2064,,Female,IT,0.27165507893005775,0.35000000000000003,No,3.0,3,0.30000000000000004,Yes
2065,37.0,Male,Sales,0.0,0.30000000000000004,No,1.0,1,0.0,No
2066,30.0,Male,HR,0.3368098688639814,0.15000000000000002,Yes,3.0,1,0.0,No
2067,22.0,Female,Sales,0.0,0.0,Yes,2.0,2,0.2,No
2068,33.0,Female,Sales,0.13867695123882157,0.25,Yes,1.0,1,0.0,No
2069,46.0,Male,Finance,0.4347480198293829,0.45,No,4.0,2,0.2,No
2070,42.0,Male,IT,0.04021487409680663,0.5,Yes,3.0,1,0.2,No
2071,42.0,Female,IT,0.22586496092437575,0.35000000000000003,No,4.0,1,0.5,No
2072,,Female,IT,0.0,0.45,No,3.0,4,0.2,Yes
2073,35.0,Female,IT,,0.4,No,3.0,3,0.1,No
2074,36.0,Female,HR,0.0,0.35000000000000003,No,2.0,4,0.30000000000000004,No
2075,30.0,Female,Sales,,0.25,No,1.0,3,0.1,Yes
2076,32.0,Male,HR,0.21166360077597718,0.45,No,2.0,1,0.1,No
2077,39.0,Male,Sales,0.08504724990248796,0.4,No,2.0,3,0.2,No
2078,44.0,Female,Finance,0.35155317721963836,0.55,Yes,1.0,1,0.1,No
2079,33.0,Male,Sales,0.0,0.2,Yes,2.0,2,0.4,No
2080,,Male,Operations,0.10517013440572998,0.15000000000000002,No,2.0,2,0.2,No
2081,35.0,Male,IT,0.08806207817184525,0.2,No,1.0,3,0.0,No
2082,39.0,Male,Sales,0.0,0.4,Yes,2.0,3,0.30000000000000004,Yes
2083,23.0,Male,Sales,,0.05,Yes,,3,0.8,No
2084,22.0,Male,Sales,0.08586982687264988,0.0,Yes,1.0,2,0.2,No
2085,,Female,Sales,0.010894317525008801,0.2,No,2.0,3,0.1,No
2086,,Male,Finance,0.27639358570183586,0.15000000000000002,No,1.0,1,0.5,No
2087,30.0,Male,IT,0.3390587608309185,0.2,No,4.0,4,0.0,No
2088,33.0,Male,IT,0.1543574051880277,0.2,No,3.0,4,0.2,No
2089,31.0,Female,Finance,0.09428740247185025,0.1,No,2.0,3,0.1,No
2090,46.0,Male,Operations,0.2600064106937581,0.4,Yes,1.0,3,0.2,No
2091,37.0,Female,Sales,0.10803692456621622,0.5,No,2.0,4,0.1,No
2092,37.0,Female,HR,0.17103679455013793,0.30000000000000004,No,3.0,4,0.1,No
2093,39.0,Male,Sales,0.14974376534286266,0.30000000000000004,Yes,3.0,3,0.4,No
2094,25.0,Male,Sales,0.1301422324404275,0.0,No,2.0,2,0.30000000000000004,No
2095,43.0,Male,HR,0.13242716846865515,0.45,No,3.0,4,0.0,Yes
2096,,Female,IT,0.6011299813214526,0.45,No,,2,0.30000000000000004,No
2097,40.0,Female,IT,0.03321717705486549,0.4,No,3.0,4,0.30000000000000004,No
2098,26.0,Female,Sales,0.00929679323710425,0.35000000000000003,Yes,1.0,1,0.6000000000000001,Yes
2099,22.0,Male,Sales,0.18930855904853977,0.0,Yes,1.0,3,0.4,Yes
2100,41.0,Female,HR,,0.65,No,3.0,4,0.1,No
2101,38.0,Male,HR,0.22629491508405347,0.45,No,2.0,3,0.2,No
2102,27.0,Male,Sales,0.09690445877911047,0.15000000000000002,Yes,2.0,1,0.30000000000000004,Yes
2103,28.0,Female,Operations,0.3747887238728829,0.30000000000000004,No,4.0,4,0.30000000000000004,No
2104,44.0,Female,Sales,0.0,0.65,Yes,1.0,3,0.1,Yes
2105,25.0,Male,Sales,0.23276868594938133,0.1,Yes,1.0,2,0.1,No
2106,48.0,Male,IT,0.4126015187422682,0.8500000000000001,No,,4,0.2,No
2107,,Male,Finance,0.11657679251622305,0.05,Yes,1.0,1,0.5,No
2108,40.0,Male,IT,0.3291337710970396,0.35000000000000003,No,3.0,4,0.5,No
2109,32.0,Male,Sales,0.0722503208565099,0.15000000000000002,Yes,1.0,2,0.1,Yes
2110,39.0,Female,HR,0.05064448068875055,0.6000000000000001,No,3.0,2,0.2,No
2111,30.0,Female,Sales,0.0,0.30000000000000004,No,,3,0.2,No
2112,33.0,Female,HR,0.0,0.2,Yes,1.0,3,0.2,No
2113,35.0,Female,Sales,0.15927613226625753,0.05,Yes,2.0,1,0.2,No
2114,26.0,Female,HR,0.23349342903889797,0.05,Yes,3.0,3,0.5,No
2115,40.0,Female,Finance,0.29672114898169094,0.30000000000000004,No,1.0,1,0.2,No
2116,30.0,Female,Sales,0.17189026642997735,0.15000000000000002,No,3.0,3,0.4,Yes
2117,33.0,Male,IT,0.3777301767317563,0.15000000000000002,No,3.0,4,0.2,No
2118,27.0,Female,Operations,0.20211707368564696,0.0,No,,2,0.30000000000000004,Yes
2119,22.0,Female,Finance,0.20451529104935845,0.15000000000000002,No,,3,0.2,No
2120,,Female,Finance,0.4141823082874308,0.2,Yes,3.0,2,0.0,No
2121,54.0,Female,Sales,0.1336578157041401,0.9,No,3.0,3,0.6000000000000001,No
2122,41.0,Male,Sales,0.15531772196383492,0.45,Yes,1.0,2,0.1,No
2123,34.0,Female,Finance,,0.15000000000000002,Yes,2.0,1,0.2,No
2124,32.0,Male,Operations,0.0,0.30000000000000004,No,4.0,2,0.0,No
2125,35.0,Female,IT,0.15294010120657492,0.25,No,4.0,4,0.1,Yes
2126,39.0,Male,IT,0.0,0.4,No,4.0,2,0.2,No
2127,25.0,Male,Finance,0.4693181364705398,0.05,No,2.0,2,0.2,No
2128,43.0,Male,HR,0.10139838084927533,0.4,No,1.0,1,0.2,No
2129,40.0,Female,Finance,0.41233633743420356,0.25,No,3.0,1,0.30000000000000004,No
2130,40.0,Male,HR,0.0,0.4,Yes,1.0,1,0.1,No
2131,38.0,Female,Finance,0.5871796423141833,0.45,No,3.0,2,0.4,No
2132,35.0,Male,Sales,0.0,0.2,No,2.0,2,0.2,No
2133,40.0,Female,Finance,0.4742870677769954,0.45,No,2.0,2,0.2,No
2134,39.0,Female,Operations,0.19692286699612654,0.55,No,3.0,2,0.30000000000000004,Yes
2135,32.0,Male,Sales,0.05528901544359299,0.2,Yes,1.0,1,0.0,No
2136,30.0,Male,HR,0.09395142032910808,0.2,No,2.0,3,0.1,Yes
2137,35.0,Female,HR,0.04659209836939243,0.30000000000000004,No,4.0,4,0.0,No
2138,47.0,Female,HR,0.2954583195486254,0.55,No,3.0,3,0.0,Yes
2139,,Female,Sales,0.07869834596377312,0.0,No,,3,0.4,No
2140,23.0,Male,IT,0.03564886390406102,0.0,Yes,2.0,2,0.4,No
2141,36.0,Male,IT,,0.35000000000000003,No,2.0,3,0.1,No
2142,35.0,Female,Operations,0.19839294978161165,0.4,No,2.0,4,0.1,No
2143,36.0,Male,Sales,0.18125271135014626,0.4,Yes,,2,0.1,Yes
2144,36.0,Male,IT,0.1383139360501116,0.30000000000000004,No,4.0,1,0.1,No
2145,33.0,Male,IT,0.14863927232189406,0.35000000000000003,No,2.0,3,0.0,No
2146,46.0,Female,Sales,0.07995216438151614,0.6000000000000001,Yes,2.0,2,0.2,No
2147,22.0,Female,Sales,0.17842840169046653,0.0,Yes,1.0,2,0.30000000000000004,Yes
2148,28.0,Male,HR,0.0,0.0,Yes,,2,0.1,Yes
2149,,Male,Finance,0.4257704739922789,0.2,No,1.0,3,0.30000000000000004,No
2150,22.0,Male,Sales,,0.0,Yes,2.0,1,0.4,Yes
2151,33.0,Male,Sales,0.0396497547072901,0.30000000000000004,Yes,,2,0.30000000000000004,No
2152,48.0,Male,Sales,0.3091318916567009,0.65,No,3.0,4,0.2,No
2153,35.0,Female,Finance,0.29928671377282196,0.2,No,3.0,3,0.1,Yes
2154,36.0,Male,Operations,,0.35000000000000003,No,3.0,1,0.1,No
2155,24.0,Male,HR,,0.0,Yes,2.0,3,0.6000000000000001,No
2156,30.0,Female,IT,0.049427993620201116,0.05,No,1.0,4,0.1,Yes
2157,31.0,Male,Sales,0.0,0.15000000000000002,Yes,1.0,3,0.1,Yes
2158,32.0,Female,Finance,0.4826518645721634,0.30000000000000004,No,3.0,3,0.30000000000000004,No
2159,,Male,Sales,0.0,0.7000000000000001,Yes,3.0,2,0.2,No
2160,,Male,IT,0.0,0.35000000000000003,No,,3,0.2,Yes
2161,26.0,Female,Sales,0.196124748496126,0.2,No,3.0,4,0.4,No
2162,,Female,HR,0.0,0.35000000000000003,No,,3,0.0,No
2163,38.0,Male,Sales,0.0,0.4,Yes,,1,0.1,No
2164,44.0,Female,IT,,0.5,No,3.0,4,0.1,No
2165,47.0,Female,Sales,0.0,0.6000000000000001,Yes,2.0,3,0.30000000000000004,No
2166,26.0,Male,Sales,0.0,0.1,Yes,1.0,2,0.30000000000000004,No
2167,28.0,Female,HR,0.06955216541134646,0.2,No,2.0,2,0.4,No
